Program for reverse faulting, modified from general4.f and layer5rev_distrib.f (https://github.com/aochihi/DepthStress)
Reference: Aochi (2018), Aochi & Tsuda (2023)
UPDATE 2024/03/12 by Mike (H. SU)
++++++++++++++++++++++++++++++++++++++++++++
INPUT parameters
static friction coef.  [mu_s]:   0.60
dynamic friction coef.  [mu_d]:   0.33
optimal fault orientation [phi]:  29.52
dip angle [dip]:  50.00
cohesion [cohesion]:   5.00
fault relative prestress [R_assume]:   1.00
++++++++++++++++++++++++++++++++++++++++++++
Depth[km] S1[MPa]   S3[MPa]   t0[MPa]   tp[MPa]   tr[MPa]   n0[MPa]   S         G              strain_c       strain         
4.650     384.408   117.568   131.393   169.494   90.472    274.156   0.931     3.187e+10      4.186e-09      4.186e-09      
4.660     385.224   117.830   131.666   169.846   90.665    274.743   0.931     3.187e+10      4.195e-09      4.195e-09      
4.670     386.040   118.092   131.939   170.198   90.859    275.330   0.931     3.187e+10      4.203e-09      4.203e-09      
4.680     386.856   118.353   132.212   170.550   91.053    275.917   0.931     3.187e+10      4.212e-09      4.212e-09      
4.690     387.672   118.615   132.485   170.903   91.246    276.504   0.932     3.187e+10      4.221e-09      4.221e-09      
4.700     388.489   118.877   132.758   171.255   91.440    277.091   0.932     3.187e+10      4.229e-09      4.229e-09      
4.710     389.305   119.138   133.031   171.607   91.634    277.678   0.932     3.187e+10      4.238e-09      4.238e-09      
4.720     390.121   119.400   133.304   171.959   91.828    278.265   0.932     3.187e+10      4.247e-09      4.247e-09      
4.730     390.937   119.661   133.577   172.312   92.021    278.853   0.932     3.187e+10      4.256e-09      4.256e-09      
4.740     391.753   119.923   133.850   172.664   92.215    279.440   0.932     3.187e+10      4.264e-09      4.264e-09      
4.750     392.569   120.185   134.123   173.016   92.409    280.027   0.932     3.187e+10      4.273e-09      4.273e-09      
4.760     393.386   120.446   134.396   173.368   92.602    280.614   0.932     3.187e+10      4.282e-09      4.282e-09      
4.770     394.202   120.708   134.669   173.720   92.796    281.201   0.933     3.187e+10      4.290e-09      4.290e-09      
4.780     395.018   120.970   134.942   174.073   92.990    281.788   0.933     3.187e+10      4.299e-09      4.299e-09      
4.790     395.834   121.231   135.215   174.425   93.184    282.375   0.933     3.187e+10      4.308e-09      4.308e-09      
4.800     396.650   121.493   135.489   174.777   93.377    282.962   0.933     3.187e+10      4.316e-09      4.316e-09      
4.810     397.466   121.754   135.762   175.129   93.571    283.549   0.933     3.187e+10      4.325e-09      4.325e-09      
4.820     398.282   122.016   136.035   175.481   93.765    284.136   0.933     3.187e+10      4.334e-09      4.334e-09      
4.830     399.099   122.278   136.308   175.834   93.959    284.723   0.933     3.187e+10      4.343e-09      4.343e-09      
4.840     399.915   122.539   136.581   176.186   94.152    285.310   0.933     3.187e+10      4.351e-09      4.351e-09      
4.850     400.731   122.801   136.854   176.538   94.346    285.897   0.934     3.187e+10      4.360e-09      4.360e-09      
4.860     401.547   123.063   137.127   176.890   94.540    286.484   0.934     3.187e+10      4.369e-09      4.369e-09      
4.870     402.363   123.324   137.400   177.243   94.733    287.071   0.934     3.187e+10      4.377e-09      4.377e-09      
4.880     403.179   123.586   137.673   177.595   94.927    287.658   0.934     3.187e+10      4.386e-09      4.386e-09      
4.890     403.995   123.848   137.946   177.947   95.121    288.245   0.934     3.187e+10      4.395e-09      4.395e-09      
4.900     404.812   124.109   138.219   178.299   95.315    288.832   0.934     3.187e+10      4.403e-09      4.403e-09      
4.910     405.628   124.371   138.492   178.651   95.508    289.419   0.934     3.187e+10      4.412e-09      4.412e-09      
4.920     406.444   124.632   138.765   179.004   95.702    290.006   0.934     3.187e+10      4.421e-09      4.421e-09      
4.930     407.260   124.894   139.038   179.356   95.896    290.593   0.935     3.187e+10      4.430e-09      4.430e-09      
4.940     408.076   125.156   139.311   179.708   96.089    291.180   0.935     3.187e+10      4.438e-09      4.438e-09      
4.950     408.892   125.417   139.584   180.060   96.283    291.767   0.935     3.187e+10      4.447e-09      4.447e-09      
4.960     409.708   125.679   139.857   180.413   96.477    292.354   0.935     3.187e+10      4.456e-09      4.456e-09      
4.970     410.525   125.941   140.130   180.765   96.671    292.941   0.935     3.187e+10      4.464e-09      4.464e-09      
4.980     411.341   126.202   140.403   181.117   96.864    293.528   0.935     3.187e+10      4.473e-09      4.473e-09      
4.990     412.157   126.464   140.676   181.469   97.058    294.115   0.935     3.187e+10      4.482e-09      4.482e-09      
5.000     412.973   126.725   140.949   181.821   97.252    294.702   0.935     3.187e+10      4.490e-09      4.490e-09      
5.010     413.789   126.987   141.222   182.174   97.446    295.289   0.935     3.187e+10      4.499e-09      4.499e-09      
5.020     414.605   127.249   141.495   182.526   97.639    295.876   0.936     3.187e+10      4.508e-09      4.508e-09      
5.030     415.421   127.510   141.769   182.878   97.833    296.464   0.936     3.187e+10      4.517e-09      4.517e-09      
5.040     416.238   127.772   142.042   183.230   98.027    297.051   0.936     3.187e+10      4.525e-09      4.525e-09      
5.050     417.054   128.034   142.315   183.583   98.220    297.638   0.936     3.187e+10      4.534e-09      4.534e-09      
5.060     417.870   128.295   142.588   183.935   98.414    298.225   0.936     3.187e+10      4.543e-09      4.543e-09      
5.070     418.686   128.557   142.861   184.287   98.608    298.812   0.936     3.187e+10      4.551e-09      4.551e-09      
5.080     419.502   128.819   143.134   184.639   98.802    299.399   0.936     3.187e+10      4.560e-09      4.560e-09      
5.090     420.318   129.080   143.407   184.991   98.995    299.986   0.936     3.187e+10      4.569e-09      4.569e-09      
5.100     421.134   129.342   143.680   185.344   99.189    300.573   0.936     3.187e+10      4.577e-09      4.577e-09      
5.110     421.951   129.603   143.953   185.696   99.383    301.160   0.937     3.187e+10      4.586e-09      4.586e-09      
5.120     422.767   129.865   144.226   186.048   99.576    301.747   0.937     3.187e+10      4.595e-09      4.595e-09      
5.130     423.583   130.127   144.499   186.400   99.770    302.334   0.937     3.187e+10      4.604e-09      4.604e-09      
5.140     424.399   130.388   144.772   186.753   99.964    302.921   0.937     3.187e+10      4.612e-09      4.612e-09      
5.150     425.215   130.650   145.045   187.105   100.158   303.508   0.937     3.187e+10      4.621e-09      4.621e-09      
5.160     426.031   130.912   145.318   187.457   100.351   304.095   0.937     3.187e+10      4.630e-09      4.630e-09      
5.170     426.847   131.173   145.591   187.809   100.545   304.682   0.937     3.187e+10      4.638e-09      4.638e-09      
5.180     427.664   131.435   145.864   188.161   100.739   305.269   0.937     3.187e+10      4.647e-09      4.647e-09      
5.190     428.480   131.697   146.137   188.514   100.932   305.856   0.937     3.187e+10      4.656e-09      4.656e-09      
5.200     429.296   131.958   146.410   188.866   101.126   306.443   0.938     3.187e+10      4.664e-09      4.664e-09      
5.210     430.112   132.220   146.683   189.218   101.320   307.030   0.938     3.187e+10      4.673e-09      4.673e-09      
5.220     430.928   132.481   146.956   189.570   101.514   307.617   0.938     3.187e+10      4.682e-09      4.682e-09      
5.230     431.744   132.743   147.229   189.923   101.707   308.204   0.938     3.187e+10      4.691e-09      4.691e-09      
5.240     432.560   133.005   147.502   190.275   101.901   308.791   0.938     3.187e+10      4.699e-09      4.699e-09      
5.250     433.377   133.266   147.775   190.627   102.095   309.378   0.938     3.187e+10      4.708e-09      4.708e-09      
5.260     434.193   133.528   148.049   190.979   102.289   309.965   0.938     3.187e+10      4.717e-09      4.717e-09      
5.270     435.009   133.790   148.322   191.331   102.482   310.552   0.938     3.187e+10      4.725e-09      4.725e-09      
5.280     435.825   134.051   148.595   191.684   102.676   311.139   0.938     3.187e+10      4.734e-09      4.734e-09      
5.290     436.641   134.313   148.868   192.036   102.870   311.726   0.938     3.187e+10      4.743e-09      4.743e-09      
5.300     437.457   134.574   149.141   192.388   103.063   312.313   0.939     3.187e+10      4.751e-09      4.751e-09      
5.310     438.273   134.836   149.414   192.740   103.257   312.900   0.939     3.187e+10      4.760e-09      4.760e-09      
5.320     439.090   135.098   149.687   193.092   103.451   313.487   0.939     3.187e+10      4.769e-09      4.769e-09      
5.330     439.906   135.359   149.960   193.445   103.645   314.075   0.939     3.187e+10      4.778e-09      4.778e-09      
5.340     440.722   135.621   150.233   193.797   103.838   314.662   0.939     3.187e+10      4.786e-09      4.786e-09      
5.350     441.538   135.883   150.506   194.149   104.032   315.249   0.939     3.187e+10      4.795e-09      4.795e-09      
5.360     442.354   136.144   150.779   194.501   104.226   315.836   0.939     3.187e+10      4.804e-09      4.804e-09      
5.370     443.170   136.406   151.052   194.854   104.419   316.423   0.939     3.187e+10      4.812e-09      4.812e-09      
5.380     443.986   136.668   151.325   195.206   104.613   317.010   0.939     3.187e+10      4.821e-09      4.821e-09      
5.390     444.803   136.929   151.598   195.558   104.807   317.597   0.939     3.187e+10      4.830e-09      4.830e-09      
5.400     445.619   137.191   151.871   195.910   105.001   318.184   0.940     3.187e+10      4.838e-09      4.838e-09      
5.410     446.435   137.452   152.144   196.262   105.194   318.771   0.940     3.187e+10      4.847e-09      4.847e-09      
5.420     447.251   137.714   152.417   196.615   105.388   319.358   0.940     3.187e+10      4.856e-09      4.856e-09      
5.430     448.067   137.976   152.690   196.967   105.582   319.945   0.940     3.187e+10      4.864e-09      4.864e-09      
5.440     448.883   138.237   152.963   197.319   105.776   320.532   0.940     3.187e+10      4.873e-09      4.873e-09      
5.450     449.699   138.499   153.236   197.671   105.969   321.119   0.940     3.187e+10      4.882e-09      4.882e-09      
5.460     450.516   138.761   153.509   198.024   106.163   321.706   0.940     3.187e+10      4.891e-09      4.891e-09      
5.470     451.332   139.022   153.782   198.376   106.357   322.293   0.940     3.187e+10      4.899e-09      4.899e-09      
5.480     452.148   139.284   154.055   198.728   106.550   322.880   0.940     3.187e+10      4.908e-09      4.908e-09      
5.490     452.964   139.545   154.329   199.080   106.744   323.467   0.940     3.187e+10      4.917e-09      4.917e-09      
5.500     453.780   139.807   154.602   199.432   106.938   324.054   0.941     3.187e+10      4.925e-09      4.925e-09      
5.510     454.596   140.069   154.875   199.785   107.132   324.641   0.941     3.187e+10      4.934e-09      4.934e-09      
5.520     455.412   140.330   155.148   200.137   107.325   325.228   0.941     3.187e+10      4.943e-09      4.943e-09      
5.530     456.229   140.592   155.421   200.489   107.519   325.815   0.941     3.187e+10      4.951e-09      4.951e-09      
5.540     457.045   140.854   155.694   200.841   107.713   326.402   0.941     3.187e+10      4.960e-09      4.960e-09      
5.550     457.861   141.115   155.967   201.194   107.906   326.989   0.941     3.187e+10      4.969e-09      4.969e-09      
5.560     458.677   141.377   156.240   201.546   108.100   327.576   0.941     3.187e+10      4.978e-09      4.978e-09      
5.570     459.493   141.639   156.513   201.898   108.294   328.163   0.941     3.187e+10      4.986e-09      4.986e-09      
5.580     460.309   141.900   156.786   202.250   108.488   328.750   0.941     3.187e+10      4.995e-09      4.995e-09      
5.590     461.126   142.162   157.059   202.602   108.681   329.337   0.941     3.187e+10      5.004e-09      5.004e-09      
5.600     461.942   142.423   157.332   202.955   108.875   329.924   0.942     3.187e+10      5.012e-09      5.012e-09      
5.610     462.758   142.685   157.605   203.307   109.069   330.511   0.942     3.187e+10      5.021e-09      5.021e-09      
5.620     463.574   142.947   157.878   203.659   109.263   331.098   0.942     3.187e+10      5.030e-09      5.030e-09      
5.630     464.390   143.208   158.151   204.011   109.456   331.686   0.942     3.187e+10      5.038e-09      5.038e-09      
5.640     465.206   143.470   158.424   204.364   109.650   332.273   0.942     3.187e+10      5.047e-09      5.047e-09      
5.650     466.022   143.732   158.697   204.716   109.844   332.860   0.942     3.187e+10      5.056e-09      5.056e-09      
5.660     466.839   143.993   158.970   205.068   110.037   333.447   0.942     3.187e+10      5.065e-09      5.065e-09      
5.670     467.655   144.255   159.243   205.420   110.231   334.034   0.942     3.187e+10      5.073e-09      5.073e-09      
5.680     468.471   144.517   159.516   205.772   110.425   334.621   0.942     3.187e+10      5.082e-09      5.082e-09      
5.690     469.287   144.778   159.789   206.125   110.619   335.208   0.942     3.187e+10      5.091e-09      5.091e-09      
5.700     470.103   145.040   160.062   206.477   110.812   335.795   0.942     3.187e+10      5.099e-09      5.099e-09      
5.710     470.919   145.301   160.335   206.829   111.006   336.382   0.943     3.187e+10      5.108e-09      5.108e-09      
5.720     471.735   145.563   160.609   207.181   111.200   336.969   0.943     3.187e+10      5.117e-09      5.117e-09      
5.730     472.552   145.825   160.882   207.534   111.393   337.556   0.943     3.187e+10      5.125e-09      5.125e-09      
5.740     473.368   146.086   161.155   207.886   111.587   338.143   0.943     3.187e+10      5.134e-09      5.134e-09      
5.750     474.184   146.348   161.428   208.238   111.781   338.730   0.943     3.187e+10      5.143e-09      5.143e-09      
5.760     475.000   146.610   161.701   208.590   111.975   339.317   0.943     3.187e+10      5.152e-09      5.152e-09      
5.770     475.816   146.871   161.974   208.942   112.168   339.904   0.943     3.187e+10      5.160e-09      5.160e-09      
5.780     476.632   147.133   162.247   209.295   112.362   340.491   0.943     3.187e+10      5.169e-09      5.169e-09      
5.790     477.448   147.394   162.520   209.647   112.556   341.078   0.943     3.187e+10      5.178e-09      5.178e-09      
5.800     478.265   147.656   162.793   209.999   112.749   341.665   0.943     3.187e+10      5.186e-09      5.186e-09      
5.810     479.081   147.918   163.066   210.351   112.943   342.252   0.943     3.187e+10      5.195e-09      5.195e-09      
5.820     479.897   148.179   163.339   210.703   113.137   342.839   0.943     3.187e+10      5.204e-09      5.204e-09      
5.830     480.713   148.441   163.612   211.056   113.331   343.426   0.944     3.187e+10      5.212e-09      5.212e-09      
5.840     481.529   148.703   163.885   211.408   113.524   344.013   0.944     3.187e+10      5.221e-09      5.221e-09      
5.850     482.345   148.964   164.158   211.760   113.718   344.600   0.944     3.187e+10      5.230e-09      5.230e-09      
5.860     483.161   149.226   164.431   212.112   113.912   345.187   0.944     3.187e+10      5.239e-09      5.239e-09      
5.870     483.978   149.488   164.704   212.465   114.106   345.774   0.944     3.187e+10      5.247e-09      5.247e-09      
5.880     484.794   149.749   164.977   212.817   114.299   346.361   0.944     3.187e+10      5.256e-09      5.256e-09      
5.890     485.610   150.011   165.250   213.169   114.493   346.948   0.944     3.187e+10      5.265e-09      5.265e-09      
5.900     486.426   150.272   165.523   213.521   114.687   347.535   0.944     3.187e+10      5.273e-09      5.273e-09      
5.910     487.242   150.534   165.796   213.873   114.880   348.122   0.944     3.187e+10      5.282e-09      5.282e-09      
5.920     488.058   150.796   166.069   214.226   115.074   348.709   0.944     3.187e+10      5.291e-09      5.291e-09      
5.930     488.874   151.057   166.342   214.578   115.268   349.297   0.944     3.187e+10      5.299e-09      5.299e-09      
5.940     489.691   151.319   166.615   214.930   115.462   349.884   0.944     3.187e+10      5.308e-09      5.308e-09      
5.950     490.507   151.581   166.889   215.282   115.655   350.471   0.945     3.187e+10      5.317e-09      5.317e-09      
5.960     491.323   151.842   167.162   215.635   115.849   351.058   0.945     3.187e+10      5.326e-09      5.326e-09      
